TXDateTime,EffectDate,Type,Pool,CCY,Amount,UserAddr,PoolAddr,BlockHeight,TXHash,Status
2015-07-02T03:33:50Z,2015-07-02,WdOrder1,A,NBT,0.01,BGqKANcWPr6fR1NHANJ92kUkUtu2h9GGkV,BGNbLajr7tSD5LEqYmG2hztzciPhmjf4eX,421347,64f7378b613748d7a882cfefbb72deee963b1f8f9e240a7ded2e5a6de24f06d1,Confirmed
2015-06-26T14:23:17Z,2015-07-02,Deposit,D,BTC,4,1Kv8SVYdiNAFuMAF7mY8AGeDaih9WBA2Kw,19eGo6grxSqXSQqugw3N7NxKopggWzEyec,362647,3d1551ff64d42735bb366e4dbddf814fd354c5171463a8a2577091acd1a003c2,Confirmed
2015-07-02T13:21:31Z,2015-07-02,Withdraw1,A,NBT,-1451.21,BGqKANcWPr6fR1NHANJ92kUkUtu2h9GGkV,BBiHdUVB8Sndf1tCNfBNpRZx53pK7Go8JK,421914,fcc34e19bdcfbb3e10371f89d4c9eaa226eae5c07de90485f149f1ee5addfee2,Confirmed
