TXDateTime,EffectDate,Type,CCY,Amount,UserAddr,PoolAddr,BlockHeight,TXHash,Status
2015-04-21T17:09:42Z,2015-04-23,Deposit,NBT,2000,B8NtgEGgsRaVhpLtd8pBximpszecpezGyc,BGNbLajr7tSD5LEqYmG2hztzciPhmjf4eX,321305,d9eae97fa8c961a7fb33a27da667358297b395971f4fb6cb1b4dda9e91f695c7,Confirmed
2015-04-21T12:51:52Z,2015-04-23,Deposit,NBT,3150,B5fSc35Cd7WrEEsktS85G8KNy1PwFjSiYP,BGNbLajr7tSD5LEqYmG2hztzciPhmjf4eX,321073,7a44b51e5d15666db8b741fd08a3fa421d2e09885a7cf7445fc308306004946a,Confirmed
2015-04-18T18:58:02Z,2015-04-23,Invalid,NBT,0.01,B6Pjo6YwsGhonMUWExfcURUigPdUvpoLuK,BGNbLajr7tSD5LEqYmG2hztzciPhmjf4eX,316772,b849cabfdd2a965f14d2f8effebdf24007917c849d274bd39ba42efe38725a7c,Confirmed
2015-04-20T14:43:11Z,2015-04-23,Grant,NBT,1175.87,Coinbase,BRW7kF2bGhq175ipJWor8aTjM5LBUdZi2D,319716,f77f9cd42a9fb01ee5245f5256f991c7b782cafd98875a93073731e6bd7d526d,Confirmed
