AccDate,UserAddr,Shares,CCY,NAV
2015-03-26,12T4G2x2UvtkRiSoNQ8XHmLqQqcoRhz1u2,1041.232,BTC,1.003
2015-03-26,1BEnysbA89Dayx4W4r4bbjYTMyt9DPhNns,1041.232,BTC,1.003
2015-03-26,BETHkfzaUfnDkR7yPFq6CMNqPgDQWgqUwh,2000,NBT,1.003
2015-03-26,BEnnCiy2XhLDb3bAoAaNGvxpWs6TKBYyPW,1000,NBT,1.003
2015-03-26,BQjMT2dZoTdtjNQgWzXDUmtBGAt36gXb3x,2000,NBT,1.003
2015-03-26,BQuQX8BiXofvLf4Jn7i1iyjQJbV8iPBDaU,1000,NBT,1.003
2015-03-26,BR2ioFJcCBcCmk5NvWWTTwKUzJSU44my3V,1000,NBT,1.003
