AccDate,UserAddr,Shares,CCY,NAV
2015-04-02,12NY5WmSiQG19LBo5jGtWxJkhXTt52mHKq,1212.302,BTC,1.0157
2015-04-02,12T4G2x2UvtkRiSoNQ8XHmLqQqcoRhz1u2,1041.232,BTC,1.0157
2015-04-02,1BEnysbA89Dayx4W4r4bbjYTMyt9DPhNns,1041.232,BTC,1.0157
2015-04-02,1EMhMCB54jagXXhMgCs4Nf85UFQ2CjMJse,969.841,BTC,1.0157
2015-04-02,BETHkfzaUfnDkR7yPFq6CMNqPgDQWgqUwh,2000,NBT,1.0157
2015-04-02,BEnnCiy2XhLDb3bAoAaNGvxpWs6TKBYyPW,1000,NBT,1.0157
2015-04-02,BQjMT2dZoTdtjNQgWzXDUmtBGAt36gXb3x,2000,NBT,1.0157
2015-04-02,BQuQX8BiXofvLf4Jn7i1iyjQJbV8iPBDaU,3953.628,NBT,1.0157
2015-04-02,BR2ioFJcCBcCmk5NvWWTTwKUzJSU44my3V,1000,NBT,1.0157
