TXDateTime,EffectDate,Type,CCY,Amount,UserAddr,PoolAddr,BlockHeight,TXHash,Status
2015-04-08T15:48:48Z,2015-04-09,Deposit,NBT,2000,BMptu4Mzdi63Q8uYaRDmZn8qGApD9JetY6,BGNbLajr7tSD5LEqYmG2hztzciPhmjf4eX,302101,b4318d70e0a35d34528f0c8949c16d38d10c662f834146875022461ac4f0bdd5,Confirmed
2015-04-03T00:12:07Z,2015-04-09,Deposit,NBT,2000,BRfZDLX26KQ4KFR5tNP2DUc1KpEmAhfcnR,BGNbLajr7tSD5LEqYmG2hztzciPhmjf4eX,294168,b946fbf417f462e799dc4718a0ec6a036174e45d3a45e005b682b6bc489de5ce,Confirmed
